"";"Correlation";"x";"y";"z";"Label";"Hemisphere";"Relation"
"50053";0,1;57,0764;-23,7559;-31,2381;"R_TE2a_ROI";"R";"Positive"
"50054";-0,05;57,4643;-25,3311;-30,4071;"R_TE2a_ROI";"R";"Negative"
"50055";-0,1;57,8133;-26,9146;-29,5849;"R_TE2a_ROI";"R";"Negative"
"50056";-0,04;58,1251;-28,5039;-28,7715;"R_TE2a_ROI";"R";"Negative"
"50057";-0,06;58,4016;-30,0963;-27,9663;"R_TE2a_ROI";"R";"Negative"
"50058";-0,18;58,6448;-31,6892;-27,1687;"R_TE2a_ROI";"R";"Negative"
"50059";-0,22;58,8565;-33,2797;-26,3774;"R_TE2a_ROI";"R";"Negative"
"50060";-0,22;59,039;-34,8645;-25,5909;"R_TE2a_ROI";"R";"Negative"
"50061";-0,23;59,1943;-36,4403;-24,8073;"R_TE2a_ROI";"R";"Negative"
"50062";-0,22;59,3246;-38,0034;-24,0246;"R_TE2a_ROI";"R";"Negative"
"50063";-0,21;59,432;-39,5499;-23,2407;"R_TE2a_ROI";"R";"Negative"
"50064";-0,13;59,5186;-41,0757;-22,4533;"R_TE2a_ROI";"R";"Negative"
"50065";-0,07;59,5867;-42,5765;-21,66;"R_TE1p_ROI";"R";"Negative"
"50066";-0,21;59,638;-44,0477;-20,8586;"R_TE1p_ROI";"R";"Negative"
"50067";-0,3;59,6747;-45,4846;-20,0467;"R_TE1p_ROI";"R";"Negative"
"50068";0,07;33,018;6,59647;-43,3752;"R_TGv_ROI";"R";"Positive"
"50069";0,02;33,6287;6,18856;-43,8971;"R_TGv_ROI";"R";"Positive"
"50070";-0,03;34,3038;5,7469;-44,3447;"R_TGv_ROI";"R";"Negative"
"50071";-0,07;35,0389;5,26562;-44,7128;"R_TGv_ROI";"R";"Negative"
"50072";-0,06;35,8282;4,74058;-44,9984;"R_TGv_ROI";"R";"Negative"
"50073";-0,05;36,6656;4,16894;-45,1999;"R_TGv_ROI";"R";"Negative"
"50074";-0,04;37,5448;3,54869;-45,3172;"R_TGv_ROI";"R";"Negative"
"50075";-0,01;38,4595;2,87832;-45,3508;"R_TGv_ROI";"R";"Negative"
"50076";-0,07;39,4037;2,15662;-45,302;"R_TGv_ROI";"R";"Negative"
"50077";-0,1;40,3713;1,38255;-45,1725;"R_TGv_ROI";"R";"Negative"
"50078";-0,03;41,356;0,555249;-44,9644;"R_TGv_ROI";"R";"Negative"
"50079";0,01;42,3516;-0,325963;-44,6803;"R_TGv_ROI";"R";"Positive"
"50080";0,12;43,3518;-1,2615;-44,3233;"R_TGv_ROI";"R";"Positive"
"50081";0,18;44,3503;-2,25147;-43,8968;"R_TGv_ROI";"R";"Positive"
"50082";0,06;45,341;-3,29557;-43,4051;"R_TGv_ROI";"R";"Positive"
"50083";0,05;46,3178;-4,39305;-42,8528;"R_TGv_ROI";"R";"Positive"
"50084";0,08;47,275;-5,54268;-42,2451;"R_TGv_ROI";"R";"Positive"
"50085";0,09;48,2073;-6,74274;-41,5878;"R_TGv_ROI";"R";"Positive"
"50086";0,07;49,11;-7,99104;-40,8867;"R_TGv_ROI";"R";"Positive"
"50087";0,09;49,9789;-9,285;-40,1479;"R_TGv_ROI";"R";"Positive"
"50088";-0,02;50,8104;-10,6217;-39,3778;"R_TGv_ROI";"R";"Negative"
"50089";-0,05;51,6018;-11,9978;-38,5822;"R_TE2a_ROI";"R";"Negative"
"50090";-0,12;52,3509;-13,4102;-37,767;"R_TE2a_ROI";"R";"Negative"
"50091";-0,04;53,0561;-14,8553;-36,9374;"R_TE2a_ROI";"R";"Negative"
"50092";0,06;53,7166;-16,3298;-36,0985;"R_TE2a_ROI";"R";"Positive"
"50093";-0,02;54,332;-17,8303;-35,2544;"R_TE2a_ROI";"R";"Negative"
"50094";0;54,9024;-19,3538;-34,4088;"R_TE2a_ROI";"R";"Positive"
"50095";-0,11;55,4284;-20,8972;-33,5649;"R_TE2a_ROI";"R";"Negative"
"50096";0,04;55,9108;-22,4578;-32,7249;"R_TE2a_ROI";"R";"Positive"
"50097";0,08;56,3509;-24,0327;-31,8908;"R_TE2a_ROI";"R";"Positive"
"50098";0,05;56,7499;-25,6194;-31,0637;"R_TE2a_ROI";"R";"Positive"
"50099";-0,07;57,1095;-27,2154;-30,2442;"R_TE2a_ROI";"R";"Negative"
"50100";-0,17;57,4314;-28,818;-29,4326;"R_TE2a_ROI";"R";"Negative"
"50101";-0,11;57,7175;-30,4248;-28,6286;"R_TE2a_ROI";"R";"Negative"
"50102";-0,17;57,9698;-32,0329;-27,8313;"R_TE2a_ROI";"R";"Negative"
"50103";-0,17;58,1902;-33,6394;-27,0396;"R_TE2a_ROI";"R";"Negative"
"50104";-0,21;58,3809;-35,2413;-26,2523;"R_TE2a_ROI";"R";"Negative"
"50105";-0,22;58,5441;-36,835;-25,4674;"R_TE2a_ROI";"R";"Negative"
"50106";-0,21;58,6819;-38,4171;-24,6832;"R_TE2a_ROI";"R";"Negative"
"50107";-0,19;58,7964;-39,9836;-23,8976;"R_TE2a_ROI";"R";"Negative"
"50108";-0,11;58,8899;-41,5304;-23,1084;"R_TE2a_ROI";"R";"Negative"
"50109";0,01;58,9644;-43,0531;-22,3134;"R_TE1p_ROI";"R";"Positive"
"50110";-0,11;59,0221;-44,5472;-21,5103;"R_TE1p_ROI";"R";"Negative"
"50111";-0,27;59,0648;-46,0081;-20,6971;"R_TE1p_ROI";"R";"Negative"
"50112";0,06;32,9572;5,52578;-43,6112;"R_PeEc_ROI";"R";"Positive"
"50113";0,03;33,5879;5,09361;-44,1092;"R_TGv_ROI";"R";"Positive"
"50114";-0,05;34,2823;4,62652;-44,5301;"R_TGv_ROI";"R";"Negative"
"50115";-0,05;35,0356;4,11931;-44,8694;"R_TGv_ROI";"R";"Negative"
"50116";-0,04;35,8417;3,56833;-45,1243;"R_TGv_ROI";"R";"Negative"
"50117";0,01;36,6942;2,97095;-45,294;"R_TGv_ROI";"R";"Positive"
"50118";0,06;37,5868;2,32521;-45,3785;"R_TGv_ROI";"R";"Positive"
"50119";0,03;38,513;1,62947;-45,3789;"R_TGv_ROI";"R";"Positive"
"50120";-0,04;39,4665;0,882325;-45,2968;"R_TGv_ROI";"R";"Negative"
"50121";-0,02;40,4408;0,0825114;-45,1343;"R_TGv_ROI";"R";"Negative"
"50122";0,02;41,4297;-0,771082;-44,8938;"R_TGv_ROI";"R";"Positive"
"50123";0,05;42,4266;-1,67933;-44,5782;"R_TGv_ROI";"R";"Positive"
"50124";0,12;43,425;-2,64281;-44,1912;"R_TGv_ROI";"R";"Positive"
"50125";0,03;44,4183;-3,6617;-43,7366;"R_TGv_ROI";"R";"Positive"
"50126";0,01;45,4004;-4,73571;-43,2191;"R_TGv_ROI";"R";"Positive"
"50127";0,03;46,365;-5,86401;-42,6437;"R_TF_ROI";"R";"Positive"
"50128";0,02;47,3067;-7,04524;-42,0162;"R_TF_ROI";"R";"Positive"
"50129";0,04;48,2201;-8,27748;-41,3424;"R_TGv_ROI";"R";"Positive"
"50130";0,05;49,1009;-9,55831;-40,6285;"R_TGv_ROI";"R";"Positive"
"50131";0,01;49,945;-10,8849;-39,8807;"R_TF_ROI";"R";"Positive"
"50132";-0,04;50,7495;-12,254;-39,1053;"R_TF_ROI";"R";"Negative"
"50133";-0,07;51,5117;-13,6622;-38,308;"R_TF_ROI";"R";"Negative"
"50134";-0,09;52,2301;-15,106;-37,4944;"R_TE2a_ROI";"R";"Negative"
"50135";0,07;52,9035;-16,5817;-36,6695;"R_TE2a_ROI";"R";"Positive"
"50136";0,03;53,5315;-18,0859;-35,8378;"R_TE2a_ROI";"R";"Positive"
"50137";0,02;54,1141;-19,615;-35,003;"R_TE2a_ROI";"R";"Positive"
"50138";-0,08;54,6519;-21,166;-34,1684;"R_TE2a_ROI";"R";"Negative"
"50139";-0,05;55,1456;-22,7356;-33,3364;"R_TE2a_ROI";"R";"Negative"
"50140";-0,06;55,5964;-24,3209;-32,509;"R_TE2a_ROI";"R";"Negative"
"50141";0;56,0058;-25,9193;-31,6874;"R_TE2a_ROI";"R";"Positive"
"50142";-0,02;56,3753;-27,528;-30,8724;"R_TE2a_ROI";"R";"Negative"
"50143";-0,13;56,7068;-29,1443;-30,0642;"R_TE2a_ROI";"R";"Negative"
"50144";-0,14;57,002;-30,7656;-29,2627;"R_TE2a_ROI";"R";"Negative"
"50145";-0,17;57,2629;-32,389;-28,4671;"R_TE2a_ROI";"R";"Negative"
"50146";-0,15;57,4917;-34,0118;-27,6765;"R_TE2a_ROI";"R";"Negative"
"50147";-0,2;57,6904;-35,6307;-26,8897;"R_TE2a_ROI";"R";"Negative"
"50148";-0,21;57,8612;-37,2424;-26,1049;"R_TE2a_ROI";"R";"Negative"
"50149";-0,18;58,0063;-38,8433;-25,3204;"R_TE2a_ROI";"R";"Negative"
"50150";-0,13;58,1278;-40,4295;-24,5344;"R_TE2a_ROI";"R";"Negative"
"50151";-0,05;58,228;-41,997;-23,7447;"R_TE2a_ROI";"R";"Negative"
"50152";0;58,309;-43,5414;-22,9492;"R_TE2p_ROI";"R";"Positive"
"50153";-0,09;58,3729;-45,0582;-22,1459;"R_TE1p_ROI";"R";"Negative"
"50154";-0,24;58,4217;-46,5428;-21,3327;"R_TE1p_ROI";"R";"Negative"
"50155";0,01;32,9308;4,42509;-43,7984;"R_PeEc_ROI";"R";"Positive"
"50156";-0,04;33,5803;3,96896;-44,2699;"R_PeEc_ROI";"R";"Negative"
"50157";-0,08;34,2925;3,47694;-44,6618;"R_PeEc_ROI";"R";"Negative"
"50158";-0,02;35,0622;2,94445;-44,9699;"R_TGv_ROI";"R";"Negative"
"50159";0,03;35,8831;2,36816;-45,1924;"R_TGv_ROI";"R";"Positive"
"50160";0,07;36,7485;1,74559;-45,3286;"R_TGv_ROI";"R";"Positive"
"50161";0,06;37,6519;1,0747;-45,3792;"R_TGv_ROI";"R";"Positive"
"50162";0,04;38,5868;0,353694;-45,3456;"R_TGv_ROI";"R";"Positive"
"50163";0,05;39,5464;-0,419071;-45,2298;"R_TGv_ROI";"R";"Positive"
"50164";0,04;40,5242;-1,24512;-45,0342;"R_TGv_ROI";"R";"Positive"
"50165";0,05;41,5136;-2,12578;-44,7617;"R_TGv_ROI";"R";"Positive"
"50166";0,09;42,5077;-3,06212;-44,4157;"R_TGv_ROI";"R";"Positive"
"50167";-0,03;43,4999;-4,05483;-44,0001;"R_TGv_ROI";"R";"Negative"
"50168";-0,05;44,4836;-5,10411;-43,5193;"R_TF_ROI";"R";"Negative"
"50169";-0,02;45,4523;-6,20961;-42,9784;"R_TF_ROI";"R";"Negative"
"50170";0;46,4002;-7,37037;-42,3828;"R_TF_ROI";"R";"Positive"
"50171";0,05;47,3216;-8,58482;-41,7386;"R_TF_ROI";"R";"Positive"
"50172";0,07;48,2116;-9,85079;-41,0517;"R_TF_ROI";"R";"Positive"
"50173";0,04;49,0661;-11,1656;-40,3287;"R_TF_ROI";"R";"Positive"
"50174";-0,07;49,8814;-12,5261;-39,5756;"R_TF_ROI";"R";"Negative"
"50175";-0,01;50,655;-13,9288;-38,7985;"R_TF_ROI";"R";"Negative"
"50176";-0,04;51,3848;-15,37;-38,003;"R_TF_ROI";"R";"Negative"
"50177";0,03;52,0696;-16,846;-37,1943;"R_TF_ROI";"R";"Positive"
"50178";0,04;52,7088;-18,353;-36,377;"R_TF_ROI";"R";"Positive"
"50179";0,04;53,3023;-19,8873;-35,555;"R_TF_ROI";"R";"Positive"
"50180";0;53,8506;-21,4454;-34,7316;"R_TE2a_ROI";"R";"Positive"
"50181";-0,04;54,3545;-23,0239;-33,9095;"R_TE2a_ROI";"R";"Negative"
"50182";-0,15;54,8151;-24,6197;-33,0905;"R_TE2a_ROI";"R";"Negative"
"50183";-0,07;55,234;-26,2298;-32,2762;"R_TE2a_ROI";"R";"Negative"
"50184";0,01;55,6127;-27,8512;-31,4673;"R_TE2a_ROI";"R";"Positive"
"50185";-0,02;55,9529;-29,4813;-30,6641;"R_TE2a_ROI";"R";"Negative"
"50186";-0,09;56,2566;-31,1173;-29,8667;"R_TE2a_ROI";"R";"Negative"
"50187";-0,16;56,5258;-32,7562;-29,0743;"R_TE2a_ROI";"R";"Negative"
"50188";-0,17;56,7624;-34,3952;-28,2862;"R_TE2a_ROI";"R";"Negative"
"50189";-0,19;56,9688;-36,0312;-27,5012;"R_TE2a_ROI";"R";"Negative"
"50190";-0,2;57,1469;-37,6608;-26,7178;"R_TE2a_ROI";"R";"Negative"
"50191";-0,15;57,299;-39,2804;-25,9344;"R_TE2a_ROI";"R";"Negative"
"50192";-0,04;57,4274;-40,8862;-25,1492;"R_TE2a_ROI";"R";"Negative"
"50193";-0,02;57,5341;-42,4742;-24,3603;"R_TE2p_ROI";"R";"Negative"
"50194";0,01;57,6215;-44,0401;-23,5657;"R_TE2p_ROI";"R";"Positive"
"50195";-0,09;57,6915;-45,5792;-22,7634;"R_TE2p_ROI";"R";"Negative"
"50196";-0,22;57,7463;-47,0871;-21,9516;"R_TE1p_ROI";"R";"Negative"
"50197";0,01;32,9368;3,29716;-43,9361;"R_PeEc_ROI";"R";"Positive"
"50198";-0,07;33,6036;2,81733;-44,3786;"R_PeEc_ROI";"R";"Negative"
"50199";-0,09;34,3319;2,30083;-44,7391;"R_PeEc_ROI";"R";"Negative"
"50200";-0,08;35,1161;1,74354;-45,0143;"R_PeEc_ROI";"R";"Negative"
"50201";-0,06;35,9495;1,14238;-45,2026;"R_TGv_ROI";"R";"Negative"
"50202";0;36,8254;0,494872;-45,3042;"R_TGv_ROI";"R";"Positive"
"50203";0,07;37,7369;-0,201142;-45,32;"R_TGv_ROI";"R";"Positive"
"50204";0,04;38,6773;-0,947679;-45,252;"R_TGv_ROI";"R";"Positive"
"50205";0,05;39,6397;-1,74665;-45,1025;"R_TGv_ROI";"R";"Positive"
"50206";0,06;40,6172;-2,59982;-44,8744;"R_TGv_ROI";"R";"Positive"
"50207";0,09;41,6031;-3,50875;-44,5708;"R_TGv_ROI";"R";"Positive"
"50208";0,01;42,5902;-4,47464;-44,1957;"R_TGv_ROI";"R";"Positive"
"50209";-0,04;43,5718;-5,49822;-43,7534;"R_TF_ROI";"R";"Negative"
"50210";0,02;44,5411;-6,57966;-43,2487;"R_TF_ROI";"R";"Positive"
"50211";0,03;45,4919;-7,71848;-42,6871;"R_TF_ROI";"R";"Positive"
"50212";0;46,4183;-8,91352;-42,0745;"R_TF_ROI";"R";"Positive"
"50213";0,05;47,3148;-10,163;-41,4169;"R_TF_ROI";"R";"Positive"
"50214";0,08;48,1771;-11,4643;-40,7206;"R_TF_ROI";"R";"Positive"
"50215";-0,02;49,0011;-12,8145;-39,992;"R_TF_ROI";"R";"Negative"
"50216";-0,04;49,7839;-14,2102;-39,2372;"R_TF_ROI";"R";"Negative"
"50217";0,03;50,5233;-15,6476;-38,4619;"R_TF_ROI";"R";"Positive"
"50218";0;51,2177;-17,1227;-37,6714;"R_TF_ROI";"R";"Positive"
"50219";0,04;51,8665;-18,6316;-36,8705;"R_TF_ROI";"R";"Positive"
"50220";0,03;52,4695;-20,1703;-36,0631;"R_TF_ROI";"R";"Positive"
"50221";0;53,027;-21,735;-35,2528;"R_TF_ROI";"R";"Positive"
"50222";-0,03;53,5399;-23,322;-34,4423;"R_TE2a_ROI";"R";"Negative"
"50223";-0,14;54,0093;-24,928;-33,6336;"R_TE2p_ROI";"R";"Negative"
"50224";-0,07;54,4366;-26,5497;-32,8282;"R_TE2p_ROI";"R";"Negative"
"50225";0,05;54,8235;-28,1841;-32,0271;"R_TE2p_ROI";"R";"Positive"
"50226";0,03;55,1717;-29,828;-31,2306;"R_TE2p_ROI";"R";"Positive"
"50227";0,01;55,4832;-31,4787;-30,4388;"R_TE2p_ROI";"R";"Positive"
"50228";0,02;55,76;-33,1332;-29,6512;"R_TE2p_ROI";"R";"Positive"
"50229";-0,07;56,004;-34,7885;-28,867;"R_TE2p_ROI";"R";"Negative"
"50230";-0,12;56,2175;-36,4415;-28,0853;"R_TE2p_ROI";"R";"Negative"
"50231";-0,18;56,4026;-38,0888;-27,3046;"R_TE2p_ROI";"R";"Negative"
"50232";-0,11;56,5615;-39,727;-26,5236;"R_TE2p_ROI";"R";"Negative"
"50233";0;56,6964;-41,3522;-25,7405;"R_TE2p_ROI";"R";"Positive"
"50234";-0,1;56,8095;-42,9605;-24,9536;"R_TE2p_ROI";"R";"Negative"
"50235";-0,05;56,903;-44,5475;-24,1611;"R_TE2p_ROI";"R";"Negative"
"50236";-0,09;56,979;-46,1088;-23,3611;"R_TE2p_ROI";"R";"Negative"
"50237";-0,22;57,0397;-47,6397;-22,5519;"R_TE2p_ROI";"R";"Negative"
"50238";0,01;32,9725;2,14439;-44,0236;"R_PeEc_ROI";"R";"Positive"
"50239";-0,07;33,655;1,64107;-44,4349;"R_PeEc_ROI";"R";"Negative"
"50240";-0,08;34,3976;1,10038;-44,7621;"R_PeEc_ROI";"R";"Negative"
"50241";-0,08;35,1941;0,518593;-45,0027;"R_PeEc_ROI";"R";"Negative"
"50242";-0,06;36,0377;-0,107277;-45,1557;"R_TGv_ROI";"R";"Negative"
"50243";0,02;36,9213;-0,779774;-45,2217;"R_TGv_ROI";"R";"Positive"
"50244";0,02;37,8379;-1,50125;-45,2024;"R_TGv_ROI";"R";"Positive"
"50245";-0,05;38,7805;-2,27399;-45,1;"R_TGv_ROI";"R";"Negative"
"50246";0,12;39,742;-3,10016;-44,9172;"R_TGv_ROI";"R";"Positive"
"50247";0,06;40,7153;-3,98178;-44,6574;"R_TGv_ROI";"R";"Positive"
"50248";-0,01;41,6934;-4,92057;-44,3242;"R_TGv_ROI";"R";"Negative"
"50249";-0,03;42,669;-5,91781;-43,9218;"R_TF_ROI";"R";"Negative"
"50250";0,07;43,6354;-6,97421;-43,4551;"R_TF_ROI";"R";"Positive"
"50251";0,09;44,5858;-8,08983;-42,9292;"R_TF_ROI";"R";"Positive"
"50252";0;45,5139;-9,26399;-42,35;"R_TF_ROI";"R";"Positive"
"50253";0,02;46,4142;-10,4953;-41,7236;"R_TF_ROI";"R";"Positive"
"50254";0,1;47,2815;-11,7815;-41,0562;"R_TF_ROI";"R";"Positive"
"50255";0,02;48,1118;-13,1198;-40,3541;"R_TF_ROI";"R";"Positive"
"50256";-0,03;48,9017;-14,5068;-39,6235;"R_TF_ROI";"R";"Negative"
"50257";0;49,6487;-15,9389;-38,8703;"R_TF_ROI";"R";"Positive"
"50258";0,08;50,351;-17,4118;-38,0999;"R_TF_ROI";"R";"Positive"
"50259";0,07;51,0077;-18,9214;-37,3171;"R_TF_ROI";"R";"Positive"
"50260";0,04;51,6186;-20,4636;-36,5263;"R_TF_ROI";"R";"Positive"
"50261";-0,05;52,1839;-22,0343;-35,7308;"R_TF_ROI";"R";"Negative"
"50262";-0,04;52,7044;-23,6294;-34,9336;"R_TF_ROI";"R";"Negative"
"50263";-0,07;53,1813;-25,2453;-34,1368;"R_TE2p_ROI";"R";"Negative"
"50264";-0,01;53,6159;-26,8784;-33,342;"R_TE2p_ROI";"R";"Negative"
"50265";0,03;54,01;-28,5255;-32,5503;"R_TE2p_ROI";"R";"Positive"
"50266";0;54,3653;-30,1832;-31,7621;"R_TE2p_ROI";"R";"Positive"
"50267";-0,01;54,6837;-31,8486;-30,9775;"R_TE2p_ROI";"R";"Negative"
"50268";0,01;54,9673;-33,5186;-30,1961;"R_TE2p_ROI";"R";"Positive"
"50269";0,01;55,2181;-35,1902;-29,4174;"R_TE2p_ROI";"R";"Positive"
"50270";-0,05;55,4382;-36,8602;-28,6403;"R_TE2p_ROI";"R";"Negative"
"50271";-0,23;55,6298;-38,5252;-27,8638;"R_TE2p_ROI";"R";"Negative"
"50272";-0,16;55,7951;-40,1818;-27,0864;"R_TE2p_ROI";"R";"Negative"
"50273";-0,08;55,9362;-41,8262;-26,3067;"R_TE2p_ROI";"R";"Negative"
"50274";-0,23;56,0554;-43,4544;-25,5231;"R_TE2p_ROI";"R";"Negative"
"50275";-0,18;56,1548;-45,0623;-24,7339;"R_TE2p_ROI";"R";"Negative"
"50276";-0,12;56,2366;-46,6453;-23,9375;"R_TE2p_ROI";"R";"Negative"
"50277";-0,17;56,3029;-48,199;-23,1321;"R_TE2p_ROI";"R";"Negative"
"50278";-0,06;33,035;0,968729;-44,0609;"R_PeEc_ROI";"R";"Negative"
"50279";-0,07;33,7315;0,442013;-44,4388;"R_PeEc_ROI";"R";"Negative"
"50280";-0,02;34,4862;-0,122695;-44,7312;"R_PeEc_ROI";"R";"Negative"
"50281";-0,07;35,2926;-0,728937;-44,9358;"R_PeEc_ROI";"R";"Negative"
"50282";-0,1;36,1437;-1,37966;-45,0527;"R_PeEc_ROI";"R";"Negative"
"50283";-0,05;37,032;-2,07756;-45,0828;"R_TGv_ROI";"R";"Negative"
"50284";-0,07;37,9504;-2,82525;-45,0284;"R_TGv_ROI";"R";"Negative"
"50285";0,12;38,8916;-3,62527;-44,892;"R_TGv_ROI";"R";"Positive"
"50286";0,02;39,8484;-4,48006;-44,6769;"R_TGv_ROI";"R";"Positive"
"50287";-0,06;40,8133;-5,39183;-44,3867;"R_TGv_ROI";"R";"Negative"
"50288";-0,05;41,7793;-6,36242;-44,0256;"R_TF_ROI";"R";"Negative"
"50289";0,03;42,7389;-7,39311;-43,5983;"R_TF_ROI";"R";"Positive"
"50290";0,03;43,6854;-8,48453;-43,1098;"R_TF_ROI";"R";"Positive"
"50291";-0,02;44,6121;-9,63652;-42,5658;"R_TF_ROI";"R";"Negative"
"50292";-0,02;45,513;-10,8481;-41,9722;"R_TF_ROI";"R";"Negative"
"50293";0,07;46,3828;-12,1176;-41,3354;"R_TF_ROI";"R";"Positive"
"50294";0,04;47,2169;-13,4423;-40,6617;"R_TF_ROI";"R";"Positive"
"50295";-0,05;48,0116;-14,819;-39,9572;"R_TF_ROI";"R";"Negative"
"50296";-0,08;48,764;-16,2442;-39,2279;"R_TF_ROI";"R";"Negative"
"50297";0,05;49,4723;-17,7135;-38,4793;"R_TF_ROI";"R";"Positive"
"50298";0,1;50,1352;-19,2227;-37,7165;"R_TF_ROI";"R";"Positive"
"50299";0,06;50,7523;-20,7673;-36,9438;"R_TF_ROI";"R";"Positive"
"50300";-0,03;51,3239;-22,343;-36,1648;"R_TF_ROI";"R";"Negative"
"50301";-0,07;51,8506;-23,9455;-35,3825;"R_TF_ROI";"R";"Negative"
"50302";-0,05;52,3336;-25,5708;-34,5993;"R_TE2p_ROI";"R";"Negative"
"50303";-0,01;52,7743;-27,215;-33,8167;"R_TE2p_ROI";"R";"Negative"
"50304";0,03;53,1744;-28,8745;-33,0359;"R_TE2p_ROI";"R";"Positive"
"50305";0,04;53,5357;-30,546;-32,2575;"R_TE2p_ROI";"R";"Positive"
"50306";0;53,8602;-32,226;-31,4816;"R_TE2p_ROI";"R";"Positive"
"50307";-0,07;54,1497;-33,9115;-30,7079;"R_TE2p_ROI";"R";"Negative"
"50308";-0,07;54,4065;-35,5993;-29,936;"R_TE2p_ROI";"R";"Negative"
"50309";-0,04;54,6326;-37,2861;-29,165;"R_TE2p_ROI";"R";"Negative"
"50310";-0,22;54,8301;-38,9687;-28,3939;"R_TE2p_ROI";"R";"Negative"
"50311";-0,16;55,0013;-40,6435;-27,6215;"R_TE2p_ROI";"R";"Negative"
"50312";-0,15;55,1482;-42,3068;-26,8465;"R_TE2p_ROI";"R";"Negative"
"50313";-0,23;55,2731;-43,9547;-26,0674;"R_TE2p_ROI";"R";"Negative"
"50314";-0,3;55,3781;-45,5831;-25,2828;"R_TE2p_ROI";"R";"Negative"
"50315";-0,16;55,4655;-47,1875;-24,491;"R_TE2p_ROI";"R";"Negative"
"50316";-0,15;55,5373;-48,7635;-23,6906;"R_TE2p_ROI";"R";"Negative"
"50317";-0,09;33,1207;-0,228305;-44,048;"R_PeEc_ROI";"R";"Negative"
"50318";-0,05;33,8292;-0,778451;-44,391;"R_PeEc_ROI";"R";"Negative"
"50319";-0,02;34,5938;-1,36727;-44,6471;"R_PeEc_ROI";"R";"Negative"
"50320";-0,02;35,4076;-1,9982;-44,8151;"R_PeEc_ROI";"R";"Negative"
"50321";-0,05;36,2632;-2,67427;-44,8953;"R_PeEc_ROI";"R";"Negative"
"50322";-0,07;37,153;-3,39838;-44,8896;"R_PeEc_ROI";"R";"Negative"
"50323";0,07;38,0697;-4,17342;-44,8005;"R_TGv_ROI";"R";"Positive"
"50324";-0,02;39,0057;-5,00222;-44,6311;"R_PeEc_ROI";"R";"Negative"
"50325";-0,12;39,9536;-5,88743;-44,3851;"R_PeEc_ROI";"R";"Negative"
"50326";-0,06;40,9059;-6,83142;-44,0664;"R_TF_ROI";"R";"Negative"
"50327";-0,01;41,8551;-7,83604;-43,6797;"R_TF_ROI";"R";"Negative"
"50328";0;42,7942;-8,90251;-43,2299;"R_TF_ROI";"R";"Positive"
"50329";-0,06;43,7162;-10,0313;-42,7226;"R_TF_ROI";"R";"Negative"
"50330";-0,04;44,6148;-11,2219;-42,1636;"R_TF_ROI";"R";"Negative"
"50331";0,06;45,4842;-12,473;-41,5591;"R_TF_ROI";"R";"Positive"
"50332";0,08;46,3195;-13,7825;-40,9154;"R_TF_ROI";"R";"Positive"
"50333";-0,07;47,1166;-15,1473;-40,2387;"R_TF_ROI";"R";"Negative"
"50334";-0,13;47,8723;-16,5638;-39,5349;"R_TF_ROI";"R";"Negative"
"50335";-0,04;48,5845;-18,028;-38,8099;"R_TF_ROI";"R";"Negative"
"50336";0,08;49,2518;-19,5353;-38,0686;"R_TF_ROI";"R";"Positive"
"50337";0,06;49,8734;-21,0812;-37,3155;"R_TF_ROI";"R";"Positive"
"50338";0,04;50,4497;-22,661;-36,5545;"R_TF_ROI";"R";"Positive"
"50339";-0,03;50,9811;-24,27;-35,7886;"R_TF_ROI";"R";"Negative"
"50340";-0,09;51,4688;-25,904;-35,0203;"R_TF_ROI";"R";"Negative"
"50341";-0,06;51,9143;-27,5588;-34,2514;"R_TE2p_ROI";"R";"Negative"
"50342";-0,01;52,3192;-29,2305;-33,483;"R_TE2p_ROI";"R";"Negative"
"50343";0,08;52,6853;-30,9154;-32,7157;"R_TE2p_ROI";"R";"Positive"
"50344";0,05;53,0147;-32,6099;-31,9499;"R_TE2p_ROI";"R";"Positive"
"50345";-0,02;53,3093;-34,3107;-31,1854;"R_TE2p_ROI";"R";"Negative"
"50346";-0,11;53,5711;-36,0146;-30,4217;"R_TE2p_ROI";"R";"Negative"
"50347";-0,09;53,8024;-37,7181;-29,6582;"R_TE2p_ROI";"R";"Negative"
"50348";-0,16;54,0052;-39,4181;-28,8939;"R_TE2p_ROI";"R";"Negative"
"50349";-0,08;54,1816;-41,1108;-28,1278;"R_TE2p_ROI";"R";"Negative"
"50350";-0,18;54,3338;-42,7928;-27,3587;"R_TE2p_ROI";"R";"Negative"
"50351";-0,19;54,464;-44,4601;-26,5853;"R_TE2p_ROI";"R";"Negative"
"50352";-0,27;54,5743;-46,1086;-25,8064;"R_TE2p_ROI";"R";"Negative"
"50353";-0,2;54,6668;-47,734;-25,0205;"R_TE2p_ROI";"R";"Negative"
"50354";-0,2;54,7438;-49,3318;-24,2262;"R_TE2p_ROI";"R";"Negative"
"50355";0;33,226;-1,44571;-43,9854;"R_PeEc_ROI";"R";"Positive"
"50356";0,02;33,9443;-2,01952;-44,2923;"R_PeEc_ROI";"R";"Positive"
"50357";0,09;34,7162;-2,6328;-44,5113;"R_PeEc_ROI";"R";"Positive"
"50358";0,17;35,5344;-3,28898;-44,6422;"R_PeEc_ROI";"R";"Positive"
"50359";0;36,3914;-3,99126;-44,6859;"R_PeEc_ROI";"R";"Positive"
